Date,Low,Open,Volume,High,Close,Adjusted Close
04-04-1994,5.25,5.25,800,5.375,5.375,4.185664653778076
05-04-1994,5.375,5.375,0,5.375,5.375,4.185664653778076
06-04-1994,5.375,5.375,0,5.375,5.375,4.185664653778076
07-04-1994,5.375,5.375,0,5.375,5.375,4.185664653778076
08-04-1994,5.375,5.375,0,5.375,5.375,4.185664653778076
11-04-1994,5.375,5.375,0,5.375,5.375,4.185664653778076
12-04-1994,5.5,5.5,400,5.5,5.5,4.283005714416504
13-04-1994,5.3125,5.3125,800,5.3125,5.3125,4.1369948387146
14-04-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
15-04-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
18-04-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
19-04-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
20-04-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
21-04-1994,5.1875,5.1875,400,5.1875,5.1875,4.039653778076172
22-04-1994,5.1875,5.1875,0,5.1875,5.1875,4.039653778076172
25-04-1994,5.125,5.125,1600,5.125,5.125,3.990983724594116
26-04-1994,5.3125,5.3125,800,5.3125,5.3125,4.1369948387146
28-04-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
29-04-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
02-05-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
03-05-1994,5.3125,5.3125,0,5.3125,5.3125,4.1369948387146
04-05-1994,5.375,5.375,3000,5.625,5.625,4.380345821380615
05-05-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
06-05-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
09-05-1994,5.1875,5.1875,600,5.1875,5.1875,4.039653778076172
10-05-1994,5.1875,5.1875,0,5.1875,5.1875,4.039653778076172
11-05-1994,5.1875,5.1875,0,5.1875,5.1875,4.039653778076172
12-05-1994,5.625,5.625,4000,5.625,5.625,4.380345821380615
13-05-1994,5.5,5.5,3000,5.5,5.5,4.283005714416504
16-05-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
17-05-1994,5.25,5.25,200,5.25,5.25,4.08832311630249
18-05-1994,5.25,5.25,0,5.25,5.25,4.08832311630249
19-05-1994,5.25,5.25,0,5.25,5.25,4.08832311630249
20-05-1994,5.25,5.25,0,5.25,5.25,4.08832311630249
23-05-1994,5.25,5.25,0,5.25,5.25,4.08832311630249
24-05-1994,5.375,5.375,3800,5.75,5.4375,4.2343363761901855
25-05-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
26-05-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
27-05-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
31-05-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
01-06-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
02-06-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
03-06-1994,5.1875,5.1875,1400,5.625,5.625,4.380345821380615
06-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
07-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
08-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
09-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
10-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
13-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
14-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
15-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
16-06-1994,5.4375,5.4375,4000,5.4375,5.4375,4.2343363761901855
17-06-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
20-06-1994,5.4375,5.4375,0,5.4375,5.4375,4.2343363761901855
21-06-1994,5.4375,5.4375,1600,5.4375,5.4375,4.2343363761901855
22-06-1994,5.875,5.875,1600,5.875,5.875,4.57503080368042
23-06-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
24-06-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
27-06-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
28-06-1994,5.625,5.625,400,5.625,5.625,4.380345821380615
29-06-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
30-06-1994,5.5,5.5,200,5.5,5.5,4.283005714416504
01-07-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
05-07-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
06-07-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
07-07-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
08-07-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
11-07-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
12-07-1994,5.5,5.5,0,5.5,5.5,4.283005714416504
13-07-1994,5.6875,5.6875,4000,5.6875,5.6875,4.429018497467041
14-07-1994,5.875,5.875,4400,5.875,5.875,4.57503080368042
15-07-1994,5.5625,5.5625,1400,5.625,5.625,4.380345821380615
18-07-1994,5.5625,5.9375,2200,5.9375,5.5625,4.331676483154297
19-07-1994,5.75,5.75,12400,5.875,5.875,4.57503080368042
20-07-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
21-07-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
22-07-1994,5.875,5.875,5600,5.875,5.875,4.57503080368042
25-07-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
26-07-1994,5.5,5.875,7800,5.875,5.5,4.283005714416504
27-07-1994,5.6875,5.6875,6600,5.6875,5.6875,4.429018497467041
28-07-1994,5.625,5.875,12800,6.0,6.0,4.672369480133057
29-07-1994,5.625,5.875,6400,5.875,5.625,4.380345821380615
01-08-1994,5.625,5.625,12800,6.0,5.875,4.57503080368042
02-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
03-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
04-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
05-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
08-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
09-08-1994,5.625,5.625,9800,5.875,5.875,4.57503080368042
10-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
11-08-1994,5.875,5.875,2000,5.875,5.875,4.57503080368042
12-08-1994,5.875,5.875,4200,5.875,5.875,4.57503080368042
15-08-1994,5.875,5.875,2000,5.875,5.875,4.57503080368042
16-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
17-08-1994,5.875,5.875,3000,5.875,5.875,4.57503080368042
18-08-1994,5.875,5.875,200,5.875,5.875,4.57503080368042
19-08-1994,5.625,5.625,2600,5.625,5.625,4.380345821380615
22-08-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
23-08-1994,5.875,5.875,800,5.875,5.875,4.57503080368042
24-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
25-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
26-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
29-08-1994,5.875,5.875,2000,5.875,5.875,4.57503080368042
30-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
31-08-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
01-09-1994,5.625,5.625,1400,5.625,5.625,4.380345821380615
02-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
06-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
07-09-1994,5.625,5.625,800,5.875,5.875,4.57503080368042
08-09-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
09-09-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
12-09-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
13-09-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
14-09-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
15-09-1994,5.875,5.875,0,5.875,5.875,4.57503080368042
16-09-1994,5.625,5.625,11000,5.625,5.625,4.380345821380615
19-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
20-09-1994,5.625,5.6875,6400,5.6875,5.625,4.380345821380615
21-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
22-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
23-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
26-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
27-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
28-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
29-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
30-09-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
03-10-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
04-10-1994,5.625,5.625,0,5.625,5.625,4.380345821380615
05-10-1994,5.9375,5.9375,4000,5.9375,5.9375,4.6237006187438965
06-10-1994,5.9375,5.9375,0,5.9375,5.9375,4.6237006187438965
07-10-1994,6.0,6.0,3800,6.0,6.0,4.672369480133057
10-10-1994,6.0,6.0,0,6.0,6.0,4.672369480133057
11-10-1994,6.0,6.0,0,6.0,6.0,4.672369480133057
12-10-1994,6.0,6.0,4800,6.375,6.375,4.964393615722656
13-10-1994,6.125,6.375,2800,6.375,6.125,4.769711017608643
14-10-1994,6.125,6.125,2600,6.375,6.375,4.964393615722656
17-10-1994,6.375,6.375,0,6.375,6.375,4.964393615722656
18-10-1994,6.375,6.375,0,6.375,6.375,4.964393615722656
19-10-1994,5.8125,5.8125,2400,5.8125,5.8125,4.5263590812683105
20-10-1994,6.375,6.375,400,6.375,6.375,4.964393615722656
21-10-1994,6.375,6.375,0,6.375,6.375,4.964393615722656
24-10-1994,6.125,6.125,200,6.125,6.125,4.769711017608643
25-10-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
26-10-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
27-10-1994,6.125,6.125,22800,6.25,6.25,4.867053985595703
28-10-1994,6.5,6.5,10000,6.5,6.5,5.0617356300354
31-10-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
01-11-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
02-11-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
03-11-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
04-11-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
07-11-1994,6.0,6.5,7800,6.5,6.125,4.769711017608643
08-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
09-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
10-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
11-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
14-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
15-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
16-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
17-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
18-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
21-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
22-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
23-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
25-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
28-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
29-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
30-11-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
01-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
02-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
05-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
06-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
07-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
08-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
09-12-1994,6.125,6.1875,2000,6.5,6.125,4.769711017608643
12-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
13-12-1994,6.125,6.125,0,6.125,6.125,4.769711017608643
14-12-1994,6.1875,6.25,6800,6.25,6.1875,4.818384170532227
15-12-1994,6.5,6.5,2000,6.5,6.5,5.0617356300354
16-12-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
19-12-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
20-12-1994,6.5,6.5,0,6.5,6.5,5.0617356300354
21-12-1994,6.1875,6.1875,3200,6.1875,6.1875,4.818384170532227
22-12-1994,6.375,6.375,600,6.375,6.375,4.964393615722656
23-12-1994,6.375,6.375,2400,6.375,6.375,4.964393615722656
27-12-1994,6.375,6.375,0,6.375,6.375,4.964393615722656
28-12-1994,6.375,6.375,0,6.375,6.375,4.964393615722656
29-12-1994,6.375,6.375,0,6.375,6.375,4.964393615722656
30-12-1994,6.375,6.375,0,6.375,6.375,4.964393615722656
03-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
04-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
05-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
06-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
09-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
10-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
11-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
12-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
13-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
16-01-1995,6.375,6.375,0,6.375,6.375,4.964393615722656
17-01-1995,6.1875,6.625,2200,6.625,6.625,5.159074783325195
18-01-1995,6.625,6.625,0,6.625,6.625,5.159074783325195
19-01-1995,6.625,6.625,0,6.625,6.625,5.159074783325195
20-01-1995,6.625,6.625,0,6.625,6.625,5.159074783325195
23-01-1995,6.625,6.625,0,6.625,6.625,5.159074783325195
24-01-1995,6.625,6.625,0,6.625,6.625,5.159074783325195
25-01-1995,6.625,6.625,0,6.625,6.625,5.159074783325195
